2019-12-05 20:47:24.217375+01:00, 0.592
2019-12-05 20:47:30.006123+01:00, 0.591
2019-12-05 20:47:40.010302+01:00, 0.591
2019-12-05 20:47:50.010325+01:00, 0.59
2019-12-05 20:48:00.010347+01:00, 0.59
2019-12-05 20:48:10.010368+01:00, 0.59
2019-12-05 20:48:20.010347+01:00, 0.591
2019-12-05 20:48:30.010344+01:00, 0.59
2019-12-05 20:48:40.010345+01:00, 0.591
2019-12-05 20:48:50.010312+01:00, 0.592
2019-12-05 20:49:00.010209+01:00, 0.591
2019-12-05 20:49:10.010355+01:00, 0.591
2019-12-05 20:49:20.005051+01:00, 0.592
2019-12-05 20:49:30.010359+01:00, 0.59
2019-12-05 20:49:40.010330+01:00, 0.59
2019-12-05 20:49:50.010256+01:00, 0.589
2019-12-05 20:50:00.010310+01:00, 0.589
2019-12-05 20:50:10.010337+01:00, 0.589
2019-12-05 20:50:20.010342+01:00, 0.59
2019-12-05 20:50:30.010359+01:00, 0.589
2019-12-05 20:50:40.010302+01:00, 0.589
2019-12-05 20:50:50.010296+01:00, 0.589
2019-12-05 20:51:00.010357+01:00, 0.59
2019-12-05 20:51:10.010229+01:00, 0.589
2019-12-05 20:51:20.010260+01:00, 0.589
2019-12-05 20:51:30.010265+01:00, 0.588
2019-12-05 20:51:40.010248+01:00, 0.589
2019-12-05 20:51:50.010257+01:00, 0.59
2019-12-05 20:52:00.010276+01:00, 0.588
2019-12-05 20:52:10.010228+01:00, 0.589
2019-12-05 20:52:20.010311+01:00, 0.589
2019-12-05 20:52:30.010337+01:00, 0.589
2019-12-05 20:52:40.010301+01:00, 0.589
2019-12-05 20:52:50.010380+01:00, 0.589
2019-12-05 20:53:00.010280+01:00, 0.589
2019-12-05 20:53:10.010313+01:00, 0.589
2019-12-05 20:53:20.010173+01:00, 0.588
2019-12-05 20:53:30.010186+01:00, 0.589
2019-12-05 20:53:40.010262+01:00, 0.589
2019-12-05 20:53:50.010340+01:00, 0.589
2019-12-05 20:54:00.010348+01:00, 0.589
2019-12-05 20:54:10.010344+01:00, 0.588
2019-12-05 20:54:20.010313+01:00, 0.589
2019-12-05 20:54:30.010343+01:00, 0.59
2019-12-05 20:54:40.010346+01:00, 0.59
2019-12-05 20:54:50.010348+01:00, 0.589
2019-12-05 20:55:00.010353+01:00, 0.59
2019-12-05 20:55:10.010300+01:00, 0.589
2019-12-05 20:55:20.010341+01:00, 0.589
2019-12-05 20:55:30.010295+01:00, 0.588
2019-12-05 20:55:40.010351+01:00, 0.589
2019-12-05 20:55:50.010333+01:00, 0.589
2019-12-05 20:56:00.010335+01:00, 0.59
2019-12-05 20:56:10.010360+01:00, 0.59
2019-12-05 20:56:20.010359+01:00, 0.59
2019-12-05 20:56:30.010349+01:00, 0.591
2019-12-05 20:56:40.010368+01:00, 0.589
2019-12-05 20:56:50.010346+01:00, 0.59
2019-12-05 20:57:00.010342+01:00, 0.59
2019-12-05 20:57:10.010348+01:00, 0.589
2019-12-05 20:57:20.010347+01:00, 0.589
2019-12-05 20:57:30.010336+01:00, 0.589
2019-12-05 20:57:40.010333+01:00, 0.588
2019-12-05 20:57:50.010336+01:00, 0.589
2019-12-05 20:58:00.010344+01:00, 0.589
2019-12-05 20:58:10.010357+01:00, 0.59
2019-12-05 20:58:20.010341+01:00, 0.59
2019-12-05 20:58:30.010357+01:00, 0.589
2019-12-05 20:58:40.010332+01:00, 0.589
2019-12-05 20:58:50.010314+01:00, 0.588
2019-12-05 20:59:00.010355+01:00, 0.588
2019-12-05 20:59:10.010355+01:00, 0.594
2019-12-05 20:59:20.010348+01:00, 0.598
2019-12-05 20:59:30.010359+01:00, 0.59
2019-12-05 20:59:40.010343+01:00, 0.589
2019-12-05 20:59:50.010345+01:00, 0.59
2019-12-05 21:00:00.010359+01:00, 0.589
2019-12-05 21:00:10.010354+01:00, 0.59
2019-12-05 21:00:20.010336+01:00, 0.589
2019-12-05 21:00:30.010357+01:00, 0.589
2019-12-05 21:00:40.010324+01:00, 0.59
2019-12-05 21:00:50.010341+01:00, 0.588
2019-12-05 21:01:00.010373+01:00, 0.59
2019-12-05 21:01:10.010356+01:00, 0.589
2019-12-05 21:01:20.010343+01:00, 0.589
2019-12-05 21:01:30.010318+01:00, 0.588
2019-12-05 21:01:40.010307+01:00, 0.589
2019-12-05 21:01:50.010302+01:00, 0.589
2019-12-05 21:02:00.010331+01:00, 0.589
2019-12-05 21:02:10.010323+01:00, 0.589
2019-12-05 21:02:20.010306+01:00, 0.591
2019-12-05 21:02:30.010305+01:00, 0.59
2019-12-05 21:02:40.010301+01:00, 0.589
2019-12-05 21:02:50.010317+01:00, 0.589
2019-12-05 21:03:00.010345+01:00, 0.591
2019-12-05 21:03:10.010351+01:00, 0.589
2019-12-05 21:03:20.010330+01:00, 0.59
2019-12-05 21:03:30.010338+01:00, 0.589
2019-12-05 21:03:40.010338+01:00, 0.589
2019-12-05 21:03:50.010366+01:00, 0.589
2019-12-05 21:04:00.010370+01:00, 0.589
2019-12-05 21:04:10.010256+01:00, 0.589
2019-12-05 21:04:20.010279+01:00, 0.589
2019-12-05 21:04:30.010244+01:00, 0.59
2019-12-05 21:04:40.010242+01:00, 0.59
2019-12-05 21:04:50.010244+01:00, 0.59
2019-12-05 21:05:00.010309+01:00, 0.59
2019-12-05 21:05:10.010315+01:00, 0.59
2019-12-05 21:05:20.010300+01:00, 0.59
2019-12-05 21:05:30.010301+01:00, 0.591
2019-12-05 21:05:40.010304+01:00, 0.59
2019-12-05 21:05:50.010303+01:00, 0.589
2019-12-05 21:06:00.010330+01:00, 0.59
2019-12-05 21:06:10.010343+01:00, 0.589
2019-12-05 21:06:20.010307+01:00, 0.589
2019-12-05 21:06:30.010304+01:00, 0.59
2019-12-05 21:06:40.010327+01:00, 0.59
2019-12-05 21:06:50.010320+01:00, 0.588
2019-12-05 21:07:00.010354+01:00, 0.588
2019-12-05 21:07:10.010321+01:00, 0.589
2019-12-05 21:07:20.010309+01:00, 0.59
2019-12-05 21:07:30.010299+01:00, 0.591
2019-12-05 21:07:40.010300+01:00, 0.59
2019-12-05 21:07:50.010302+01:00, 0.59
2019-12-05 21:08:00.010352+01:00, 0.59
