2.817
2.816
2.817
2.816
2.817
2.816
2.817
2.817
2.817
2019-12-05 17:50:20.007644-01:00, 2.817
2019-12-05 17:50:30.010358-01:00, 2.817
2019-12-05 17:50:40.010354-01:00, 2.817
2019-12-05 17:50:50.010343-01:00, 2.818
2019-12-05 17:51:00.010365-01:00, 2.817
2019-12-05 17:51:10.010359-01:00, 2.817
2019-12-05 17:51:20.010354-01:00, 2.817
2019-12-05 17:51:30.010346-01:00, 2.816
2019-12-05 17:51:40.010363-01:00, 2.817
2019-12-05 17:51:50.010353-01:00, 2.817
2019-12-05 17:52:00.010357-01:00, 2.817
2019-12-05 17:52:10.010361-01:00, 2.816
2019-12-05 17:52:20.010359-01:00, 0.924
2019-12-05 17:52:30.010358-01:00, 1.053
2019-12-05 17:52:40.010375-01:00, 1.004
2019-12-05 17:52:50.010354-01:00, 0.914
2019-12-05 17:53:00.010362-01:00, 1.053
2019-12-05 17:53:10.010349-01:00, 1.069
2019-12-05 17:53:20.005074-01:00, 1.474
2019-12-05 17:53:30.010369-01:00, 2.816
2019-12-05 17:53:40.010353-01:00, 2.817
2019-12-05 17:53:50.010365-01:00, 2.818
2019-12-05 17:54:00.010367-01:00, 2.817
2019-12-05 17:54:10.010360-01:00, 2.816
2019-12-05 17:54:20.010357-01:00, 1.554
2019-12-05 17:54:30.010351-01:00, 5.0
2019-12-05 17:54:40.010359-01:00, 1.591
2019-12-05 17:54:50.010343-01:00, 5.0
2019-12-05 17:55:00.010342-01:00, 1.62
2019-12-05 17:55:10.010356-01:00, 2.817
2019-12-05 17:55:20.010351-01:00, 2.818
2019-12-05 17:55:30.010340-01:00, 2.817
2019-12-05 17:55:40.010341-01:00, 2.235
2019-12-05 17:55:50.010350-01:00, 2.237
2019-12-05 17:56:00.010351-01:00, 2.238
2019-12-05 17:56:10.010356-01:00, 2.238
2019-12-05 17:56:20.010350-01:00, 2.236
2019-12-05 17:56:30.010349-01:00, 0.799
2019-12-05 17:56:40.001101-01:00, 2.237
2019-12-05 17:56:50.010360-01:00, 0.842
2019-12-05 17:57:00.010362-01:00, 2.238
2019-12-05 17:57:01.010570-01:00, 0.834
2019-12-05 17:57:10.009359-01:00, 0.793
2019-12-05 17:57:20.010373-01:00, 2.236
2019-12-05 17:57:30.010343-01:00, 2.236
2019-12-05 17:57:40.010340-01:00, 2.236
2019-12-05 17:57:50.010348-01:00, 0.75
2019-12-05 17:58:00.010349-01:00, 1.264
2019-12-05 17:58:10.010359-01:00, 2.232
2019-12-05 17:58:20.005038-01:00, 2.235
2019-12-05 17:58:30.010356-01:00, 2.236
2019-12-05 17:58:40.010339-01:00, 0.803
2019-12-05 17:58:50.010343-01:00, 0.758
2019-12-05 17:59:00.010356-01:00, 0.758
2019-12-05 17:59:10.010366-01:00, 0.756
2019-12-05 17:59:12.615958-01:00, 0.759
2019-12-05 17:59:20.010353-01:00, 0.749
2019-12-05 17:59:30.010351-01:00, 0.709
2019-12-05 17:59:40.010348-01:00, 0.76
2019-12-05 17:59:49.975363-01:00, 0.756
2019-12-05 18:00:00.010358-01:00, 2.239
2019-12-05 18:00:01.010401-01:00, 2.236
2019-12-05 18:00:10.009348-01:00, 2.238
2019-12-05 18:00:20.010355-01:00, 2.244
2019-12-05 18:00:21.010405-01:00, 2.238
2019-12-05 18:00:30.009338-01:00, 2.233
